Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Grupo,Mes_Ano_Avaliacao,Categoria,Endemica_Brasil,Consta_em_Lista_Nacional_Oficial,Estado,Regiao,Bioma,UC_Federal,UC_Estadual,RPPN,Tendencia_Populacional,Ameaca
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pseudodebis,Pseudodebis valentina,Invertebrados Terrestres,04/2018,Menos Preocupante,Não,Não,"Acre, Amapá, Amazonas, Bahia, Maranhão, Mato Grosso, Pará, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica","ESEC Iquê, FLONA do Tapajós, PARNA de Itatiaia, PARNA do Viruá, PARNA Jaú, REVIS Una","PARQUE ESTADUAL CHANDLESS, RESERVA BIOLÓGICA DE MAICURU",,Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Eurytides,Eurytides bellerophon,Invertebrados Terrestres,05/2020,Menos Preocupante,Não,Não,"Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo",|Sudeste|Sul|,"Mata Atlântica, Sistema Costeiro-Marinho","APA Baleia Franca, APA Serra da Mantiqueira, PARNA da Serra da Bocaina, PARNA de Itatiaia","APA JUNDIAí, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH",,Desconhecida,
Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella hoogmoedi,Anfíbios,09/2018,Menos Preocupante,Sim,Não,"Alagoas, Bahia, Espírito Santo, Paraná, Pernambuco, Rio de Janeiro, São Paulo",|Nordeste|Sudeste|Sul|,Mata Atlântica,"APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, APA Petrópolis, PARNA do Descobrimento, PARNA do Pau Brasil, PARNA Saint-Hilaire/Lange, REBIO de Poço das Antas, REBIO de Una, REBIO do Córrego do Veado, REBIO do Tinguá, REBIO União, REVIS Una","APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ESTAÇÃO ECOLÓGICA ESTADUAL WENCESLAU GUIMARÃES, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA SERRA DO CONDURU, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL RESTINGA DE BERTIOGA",RPPN Fazenda Figueira,Desconhecida,
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Dryadonycteris,Dryadonycteris capixaba,Mamíferos,01/2021,Menos Preocupante,Sim,Não,"Alagoas, Espírito Santo, Minas Gerais, Pernambuco, Sergipe",|Nordeste|Sudeste|,"Caatinga, Mata Atlântica",FLONA de Goytacazes,"PARQUE ESTADUAL DO RIO DOCE, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.3 - Tipo desconhecido 9 - Poluição|9.2 - Industrial|9.2.4 - Tipo desconhecido 9 - Poluição|9.4 - Lixo e resíduos sólidos|9.4.1 - Urbanos 9 - Poluição|9.4 - Lixo e resíduos sólidos|9.4.2 - Industriais
Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax littoralis,Anfíbios,09/2018,Menos Preocupante,Sim,Não,"Paraná, Santa Catarina, São Paulo",|Sudeste|Sul|,Mata Atlântica,"APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba","APA MARINHA DO LITORAL CENTRO, APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO ITINGUÇU",RPPN Fazenda Figueira,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla peracchii,Mamíferos,11/2018,Menos Preocupante,Sim,Não,"Bahia, Espírito Santo, Rio de Janeiro, São Paulo",|Nordeste|Sudeste|,"Mata Atlântica, Sistema Costeiro-Marinho",REBIO do Tinguá,"ÁREA DE PROTEÇÃO AMBIENTAL DA PEDRA LISA, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, PARQUE ESTADUAL CUNHAMBEBE, PARQUE ESTADUAL DA ILHA GRANDE",RPPN Fazenda Córrego da Luz,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus khimaera,Peixes Continentais,06/2021,Menos Preocupante,Sim,Não,"Mato Grosso, Mato Grosso do Sul, Paraná",|Centro-Oeste|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pantanal",ESEC da Serra das Araras,"ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA",RPPN Jubran,Desconhecida,
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Phalotris,Phalotris multipunctatus,Répteis,07/2021,Criticamente em Perigo,Não,Sim,"Mato Grosso do Sul, São Paulo",|Centro-Oeste|Sudeste|,"Cerrado, Mata Atlântica",,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.2 - Plantações agro-industriais 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops itapetiningae,Répteis,11/2019,Vulnerável,Sim,Não,"Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, São Paulo",|Centro-Oeste|Sudeste|Sul|,"Cerrado, Mata Atlântica","APA Nascentes do Rio Vermelho, APA Planalto Central, ARIE Capetinga-Taquara, PARNA de Brasília","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA IBITINGA, APA PIRACICABA JUQUERI MIRIM ÁREA I, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ESTAÇÃO ECOLÓGICA DE ITIRAPINA, ESTAçãO ECOLóGICA DE SANTA BáRBARA","RPPN Chakra Grisu, RPPN Estância Santa Inês, RPPN Santuário Ecológico Sonhem",Declinando,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial
Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,Aegla lancinhas,Invertebrados de Água Doce,10/2019,Menos Preocupante,Sim,Não,Paraná,|Sul|,Mata Atlântica,,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 9 - Poluição|9.4 - Lixo e resíduos sólidos
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Galeocharax,Galeocharax gulo,Peixes Continentais,03/2021,Menos Preocupante,Não,Não,"Acre, Amazonas, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Paraná, São Paulo, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica","APA Meandros do Rio Araguaia, PARNA da Chapada das Mesas, REBIO Tapirapé, RESEX Alto Juruá, RESEX Chico Mendes","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DOURADA, ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SÃO SALVADOR DO TOCANTINS, PARANÃ E PALMEIRÓPOLIS, ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO, PARQUE ESTADUAL DO ARAGUAIA, PARQUE ESTADUAL SERRA AZUL, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ",,Desconhecida,
Animalia,Chordata,Amphibia,Anura,Odontophrynidae,Proceratophrys,Proceratophrys melanopogon,Anfíbios,05/2018,Menos Preocupante,Sim,Não,"Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,APA Cananéia-Iguape-Peruíbe,"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO JURUPARÁ",,Estável,
Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax ariadne,Anfíbios,05/2018,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,PARNA da Serra da Bocaina,,,Desconhecida,4 - Transportes e serviços de transmissão|4.1 - Estradas e ferrovias
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona brasiliensis,Aves,10/2021,Quase Ameaçada,Sim,Não,"Paraná, São Paulo",|Sudeste|Sul|,Mata Atlântica,"APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, ESEC Tupiniquins, PARNA Superagui, RESEX Mandirá","APA ILHA COMPRIDA, APA MARINHA DO LITORAL SUL, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ESTAÇÃO ECOLÓGICA DA ILHA DO MEL, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DO RIO TURVO",,Declinando,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 2 - Agropecuária e Aquacultura|2.3 - Pecuária 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.3 - Extração florestal 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 8 - Espécies invasoras problemáticas e doenças|8.5 - Doenças provocadas por vírus ou príons
Animalia,Chordata,Aves,Galbuliformes,Galbulidae,Jacamaralcyon,Jacamaralcyon tridactyla,Aves,10/2020,Menos Preocupante,Sim,Não,"Bahia, Minas Gerais, Rio de Janeiro",|Nordeste|Sudeste|,"Cerrado, Mata Atlântica","APA Ilhas e Várzeas do Rio Paraná, PARNA de Ilha Grande, PARNA do Caparaó","PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL SERRA DO BRIGADEIRO","MATA DO PASSARINHO, RPPN dos Feixos, RPPN Fazenda Pedra Bonita, RPPN Fazenda Suspiro, RPPN Feliciano Miguel Abdala, RPPN Sítio Grimpas, RPPN Sítio São Francisco, RPPN Usina Mauricio, RPPN Vila Ana Angélica",Declinando,11 - Mudanças e extremos climáticos|11.4 - Tempestades/enchentes 7 - Modificações nos sistemas naturais
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,Gnamptogenys concinna,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Acre, Amapá, Amazonas, Bahia, Mato Grosso, Pará, Rondônia, Roraima",|Centro-Oeste|Nordeste|Norte|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","FLONA Caxiuanã, FLONA Tapirape-Aquiri, PARNA Mapinguari","ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, PARQUE ESTADUAL DA SERRA DO CONDURU",,Desconhecida,
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Nathaliagrion,Nathaliagrion porrectum,Invertebrados de Água Doce,01/2023,Quase Ameaçada,Sim,Sim,Espírito Santo,|Sudeste|,Mata Atlântica,"REBIO Comboios, REBIO de Sooretama",PARQUE ESTADUAL DE ITAÚNAS,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.2 - Áreas comerciais e industriais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 5 - Uso de recursos biológicos|5.2 - Coleta de plantas terrestres|5.2.2 - Efeitos indiretos (a espécie não é o alvo) 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.4 - Lixo e resíduos sólidos
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Phalotris,Phalotris lativittatus,Répteis,11/2019,Vulnerável,Sim,Não,São Paulo,|Sudeste|,"Cerrado, Mata Atlântica",,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA RIO BATALHA, ESTAçãO ECOLóGICA DE ASSIS, ESTAÇÃO ECOLÓGICA DE ITIRAPINA, ESTAçãO ECOLóGICA DE SANTA BáRBARA, PARQUE ESTADUAL DO MORRO DO DIABO",RPPN Fazenda Palmira,Declinando,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.2 - Espécie não conhecida|8.1.2.4 - Patógenos/Parasitas
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Paraphimophis,Paraphimophis rusticus,Répteis,11/2019,Menos Preocupante,Não,Não,"Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa",,,"RPPN Fazenda Morro de Sapucaia, RPPN Rancho Mira-Serra, RPPN Reserva Particular Professor Delmar Harry dos Reis",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pampasatyrus,Pampasatyrus glaucope,Invertebrados Terrestres,09/2024,Criticamente em Perigo,Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,,APA SILVEIRAS,,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiopagis,Myiopagis viridicata,Aves,01/2021,Menos Preocupante,Não,Não,"Alagoas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","APA Bacia do Rio Paraíba do Sul, APA Carste da Lagoa Santa, APA Cavernas do Peruaçu, APA Chapada do Araripe, APA Delta do Parnaíba, APA do Boqueirao da Onça, APA do Morro da Pedreira, APA Ilhas e Várzeas do Rio Paraná, APA Planalto Central, APA Serra da Ibiapaba, APA Serra da Mantiqueira, APA Serra da Meruoca, ARIE Mata de Santa Genebra, ESEC da Serra das Araras, ESEC de Aiuaba, ESEC de Murici, ESEC Mico-Leão-Preto, ESEC Raso da Catarina, ESEC Seridó, ESEC Serra Geral do Tocantins, FLONA Açu, FLONA Carajás, FLONA Chapecó, FLONA Contendas do Sincorá, FLONA de Ipanema , FLONA de Negreiros, FLONA de Passo Fundo, FLONA do Araripe-Apodi, FLONA Tapirape-Aquiri, FLONA Trairão, MONA Rio São Francisco, PARNA Amazônia, PARNA Araucárias, PARNA Cavernas do Peruaçu, PARNA da Chapada Diamantina, PARNA da Chapada dos Guimarães, PARNA da Chapada dos Veadeiros, PARNA da Furna Feia, PARNA das Emas, PARNA da Serra da Bodoquena, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA da Serra das Confusões, PARNA da Serra do Cipó, PARNA de Brasília, PARNA de Ilha Grande, PARNA de Sete Cidades, PARNA de Ubajara, PARNA do Boqueirao da Onça, PARNA do Caparaó, PARNA do Catimbau, PARNA Iguaçu, REBIO da Mata Escura, REBIO do Gurupi, REBIO do Jaru, REBIO Perobas, RESEX Rio Iriri, REVIS da Ararinha Azul","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU, APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA JUNDIAí, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA PIRACICABA JUQUERí-MIRIM AREA II, APA RIO BATALHA, APA TIETê, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PRETO, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DE ACAUÃ, FLORESTA ESTADUAL DE ASSIS, PARQUE ESTADUAL DO CANTãO, PARQUE ESTADUAL DO LAJEADO, PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL DO PAPAGAIO-CHARãO, PARQUE ESTADUAL LAGOA DO CAJUEIRO, PARQUE ESTADUAL MÃE BONIFÁCIA, PARQUE ESTADUAL MATA SECA, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú, RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO","RPPN Adília Paraguassu Batista, RPPN Arara Azul, RPPN Área de proteção do Reservatório de Juramento, RPPN Bela Vista, RPPN Cachoeira Boa Vista, RPPN Chácara Mangueiras, RPPN Chakra Grisu, RPPN Córrego dos bois, RPPN dos Feixos, RPPN Estância Santa Inês, RPPN Fazenda Almas, RPPN Fazenda América, RPPN Fazenda Arruda, RPPN - Fazenda Barra do Pirapetinga, RPPN Fazenda Boa Esperança, RPPN Fazenda Bom Jardim, RPPN Fazenda Bom Sucesso, RPPN Fazenda Caetano, RPPN Fazenda Cruzeiro, RPPN Fazenda Estância Dorochê, RPPN Fazenda Margarida, RPPN Fazenda Não me Deixes, RPPN Fazenda Pacatuba, RPPN Fazenda Primavera, RPPN Fazenda Relógio Queimado, RPPN Fazenda Santa Clara, RPPN Fazendinha, RPPN Itajurú ou Sobrado, RPPN Lote Cristalino, RPPN Marvão, RPPN Mato Virgem do Lagradouro, RPPN Racho 55-I, RPPN Reserva Ecológica Amadeu Botelho, RPPN Reserva Gulandim, RPPN Reserva Serra das Almas, RPPN Serra das Almas II, RPPN Sítio Estrela Dalva, RPPN Sítio Grimpas, RPPN Sítio Raio Solar, RPPN Sítio São Francisco, RPPN Usina Mauricio",Desconhecida,
